ICD Code,Indication,Active ingredient
"I10, I11, I12, I13, I15",Hypertension,"OLMESARTAN MEDOXOMIL, AMLODIPIN BESILATE, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"OLMESARTAN MEDOXOMIL, AMLODIPIN BESILATE, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
"I10, I11, I12, I13, I15",Hypertension,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE"
E05,Hyperthyroidism,Carbimazole
E05,Hyperthyroidism,Propylthiouracil
E05,Hyperthyroidism,Propranolol
E05,Hyperthyroidism,Propranolol
E05,Hyperthyroidism,Propranolol
E05,Hyperthyroidism,Propranolol
E05,Hyperthyroidism,Propranolol
E05,Hyperthyroidism,Propranolol
E05,Hyperthyroidism,Propranolol
E05,Hyperthyroidism,Metoprolol Tartarate
E05,Hyperthyroidism,Metoprolol Tartarate
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,Atenolol
E05,Hyperthyroidism,ATENOLOL
E05,Hyperthyroidism,Esmolol
E05,Hyperthyroidism,ESMOLOL
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Bisoprolol Fumarate
E05,Hyperthyroidism,Dexamethasone Sodium Phosphate
E05,Hyperthyroidism,Dexamethasone Sodium Phosphate
E05,Hyperthyroidism,Dexamethasone Sodium Phosphate
E05,Hyperthyroidism,Hydrocortisone Sodium Succinate
E05,Hyperthyroidism,Hydrocortisone Sodium Succinate
E05,Hyperthyroidism,Hydrocortisone Sodium Succinate
E05,Hyperthyroidism,Hydrocortisone Sodium Succinate
E05,Hyperthyroidism,Hydrocortisone Sodium Succinate
E05,Hyperthyroidism,Methylprednisolone Acetate
E05,Hyperthyroidism,Methylprednisolone Acetate
E05,Hyperthyroidism,Methylprednisolone Acetate
E05,Hyperthyroidism,Methylprednisolone Hydrogen Succinate
E05,Hyperthyroidism,Methylprednisolone Hydrogen Succinate
E05,Hyperthyroidism,Methylprednisolone Hydrogen Succinate
E05,Hyperthyroidism,Methylprednisolone Hydrogen Succinate
E05,Hyperthyroidism,Methylprednisolone Hydrogen Succinate
E05,Hyperthyroidism,Methylprednisolone Hydrogen Succinate
E05,Hyperthyroidism,Methylprednisolone Sodium Succinate
E05,Hyperthyroidism,Methylprednisolone Sodium Succinate
E05,Hyperthyroidism,Methylprednisolone Sodium Succinate
E05,Hyperthyroidism,Methylprednisolone
E05,Hyperthyroidism,Methylprednisolone
E05,Hyperthyroidism,Methylprednisolone
E05,Hyperthyroidism,Methylprednisolone
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,Paracetamol
E05,Hyperthyroidism,PARACETAMOL
E05,Hyperthyroidism,PARACETAMOL
E05,Hyperthyroidism,PARACETAMOL
E05,Hyperthyroidism,PARACETAMOL
E05,Hyperthyroidism,PARACETAMOL
E05,Hyperthyroidism,PARACETAMOL
"E29.1, E28.3",Hypogonadism ,TESTOSTERONE ENANTATE
"E29.1, E28.3",Hypogonadism ,TESTOSTERONE UNDECANOATE
"E29.1, E28.3",Hypogonadism ,TESTOSTERONE
"E29.1, E28.3",Hypogonadism ,TESTOSTERONE UNDECANOATE
"E29.1, E28.3",Hypogonadism ,"TESTOSTERONE PROPIONATE, TESTOSTERONE PHENYLPROPIONATE, TESTOSTERONE ISOCAPROATE, TESTOSTERONE DECONATE"
"E29.1, E28.3",Hypogonadism ,CHORIONIC GONADOTROPHIN (HCG)
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"E03, E02, E89.0",Hypothyrodism,LEVOTHYROXINE (THYROXINE) SODIUM
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,INFLUENZA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,INFLUENZA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,INFLUENZA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,INFLUENZA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,INFLUENZA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,INFLUENZA VACCINE (SPILIT VIRION)
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, HEMOPHILUS INFLUENZAE B, PERTUSSIS, TETANUS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA TOXOID, TETANUS TOXOID, INACTIVATED B PERTUSSIS, Hib CONJUGATE, RECOMBINANT HEPATITIS B ANTIGEN"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, PERTUSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, PERTUSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, ACELLULAR PERTUSSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, HEMOPHILUS INFLUENZAE B, PERTUSSIS, POLIOMYELITIS, TETANUS, HEPATITIS B"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, HEMOPHILUS INFLUENZAE B, PERTUSSIS, POLIOMYELITIS, TETANUS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, HEMOPHILUS INFLUENZAE B, PERTUSSIS, POLIOMYELITIS, TETANUS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA TOXOID, TETANUS TOXOID, INACTIVATED B PERTUSSIS, Hib CONJUGATE, RECOMBINANT HEPATITIS B ANTIGEN"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, PERTUSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, HEMOPHILUS INFLUENZAE B, PERTUSSIS, TETANUS, HEPATITIS B"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, PERTUSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, HEMOPHILUS INFLUENZAE B, PERTUSSIS, POLIOMYELITIS, TETANUS, HEPATITIS B"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, HEMOPHILUS INFLUENZAE B, PERTUSSIS, POLIOMYELITIS, TETANUS, HEPATITIS B"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, ACELLULAR PERTUSSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, PERTUSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, PERTUSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA, TETANUS, PERTUSIS"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"DIPHTHERIA TOXOID, TETANUS TOXOID, BORDETELLA PERTUSSIS ANTIGENS, FILAMENTOUS HAEMAGGLUTININ, POLIO VIRUS INACTIVATE TYPE 1 MAHONEY 40 DAGU, POLIO VIRUS INACTIVATE TYPE 2 MEF-1  8 DAGU, POLIO VIRUS INACTIVATE TYPE3 SAUKETT 32 DAGU, HEPATITIS B SURFACE ANTIGEN, HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HAEMOPHILUS INFLUENZAE TYPE B
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"HAEMOPHILUS INFLUENZAE TYPE B, TETANOUS TOXOID"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HAEMOPHILUS INFLUENZAE TYPE B
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS A VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS A VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS B IMMUNOGLOBULIN
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS B IMMUNOGLOBULIN
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS A VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS B VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS B VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS B SURFACE ANTIGEN (r-COMB.DNA)
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HEPATITIS B VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HUMAN PAPILLOMAVIRUS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HUMAN PAPILLOMAVIRUS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,HUMAN PAPILLOMAVIRUS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MEASLES, MUMPS, RUBELLA (MMR)"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MEASLES, MUMPS, RUBELLA (MMR), VARICELLA VACCINE"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,MEASLES VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,MEASLES VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,MEASLES VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MEASLES, MUMPS, RUBELLA (MMR) VACCINE"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MENINGOCOCCAL GROUP A, C, W135, Y"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MENINGOCOCCAL GROUP A, C, W135, Y"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MENINGOCOCCAL GROUP A, C, W135, Y"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MENINGOCOCCAL GROUP A, C, W135, Y"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,MENINGOCOCCAL POLYSACCHARIDE A & C VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,MENINGOCOCCAL POLYSACCHARIDE A & C VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MENINGOCOCCAL GROUP A, C, W135, Y"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MENINGOCOCCAL GROUP A, C, W135, Y"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"MENINGOCOCCAL GROUP A, C, W135, Y"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,PNEUMOCOCCAL VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"PNEUMOCOCCAL POLYSACCHARIDE, HAEMOPHILUS INFLUENZA CONJUGATE"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,PNEUMOCOCCAL POLYSACHARIDE CONJUGATED
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,"Pneumococcal Polysaccharide Danish Type 1,2,3,4,5,6B,7F,8,9N,9V,10A,11A,12F,14,15B,17B,17F,18C,19A,19F,20,22F,23F,33F"
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,POLIOMYELITIS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,POLIOMYELITIS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,POLIOMYELITIS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,POLIOMYELITIS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,POLIOMYELITIS VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,ROTA VIRUS DIARRHEA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,ROTA VIRUS DIARRHEA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,ROTA VIRUS DIARRHEA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,VARICELLA VACCINE
"Z34, Z34.8, Z34.9, Z76.2, Z35, Z76.1, O35, O36, O34, O33, O32, O26",Immunization for mother and child,VARICELLA VIRUS VACCINE LIVE (OKA-MERCK)
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,cephalexin
"L01, L08",Impetigo and Ecthyma,CEFALEXIN (CEPHALEXIN)
"L01, L08",Impetigo and Ecthyma,CEFALEXIN (CEPHALEXIN)
"L01, L08",Impetigo and Ecthyma,CEFALEXIN (CEPHALEXIN)
"L01, L08",Impetigo and Ecthyma,CEFALEXIN (CEPHALEXIN)
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,Cefazoline
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
"L01, L08",Impetigo and Ecthyma,"AMOXICILLIN, CLAVULANIC ACID"
